2-cell	4-cell	8-cell	early_2-cell	ICM	mESC_rep1_merge	mESC_rep1	mESC_rep2	mESC_rep2_merge	MII_oocyte	zygote
Rrp1b	33.0752275	63.7046525	57.8922445	24.0492865	29.7960486666667	42.21689	42.26275405	96.001205	94.63259	202.1673385	50.530488
Rrp36	32.7667	72.271	49.6388	7.77981	27.4723333333333	36.1672	35.19875	46.68615	46.8973	12.4551	14.5135
Rrp7a	36.900946	104.222525	69.9122055	16.320675	34.9498486666667	42.77148	43.02605	34.49955	36.8124	5.261525	12.217958
Rrp8	28.054163	57.914273	53.812401	50.48356	28.3774763333333	12.7067500994665	12.9614005	14.7112	11.798486	8.079455	55.33988
Rrp9	98.0093925	158.719253	72.201738	21.5060085	36.603367	26.882	27.03085	81.40514	80.93333	3.016045	8.062605
Rrs1	14.37765	7.98283	9.326795	0.9649705	5.78606	19.827	18.8768	13.32355	13.836	0	0.155648
Rs1	0.1410783	0.0963245	0.004360975	0.0541455	0.1186226	0.0294898	0.03741265	0	0	0.06157	0.0450425
Rsad1	0.80168902292265	1.0137346155	0.4285805082612	0.136803155010485	0.353786206944667	0.1350810165471	0.1503220382575	0	0	0	0.036350932442265
Rsad2	0	0.01078435	0.0203124	0.04509315	0.0486876666666667	0	0	0	0	0	0.08053635
Rsbn1	1.6753715	0.9785758	0.578926	5.2409255	1.64561533417	0.360882	0.3453965	0.93179	0.678332	3.87725	4.392
Rsbn1l	12.7863745	5.9734076	2.85275635	3.3707615	4.27882666666667	8.327118	8.532514	7.23294811377	7.27792	1.935057	1.757387
Rsc1a1	19.7613	10.589565	10.020675	10.36099	5.72619666666667	2.62665	2.68874	0.577175	0.380952	31.16705	15.4293
Rsf1	8.335057	5.71663765	11.8105095	3.99847765	9.25049986666667	11.252964	11.143764	11.484129	11.0903902	2.62767075	3.7962292
Rsf1os1	0	0.3726555	1.2317945	0.2078555	0.35213	0	0	0	0	0	0
Rsf1os2	1.11139955	0.85525935	1.2342105	0.442684	0.6206401	0	0	0	0	0	0.2173915
Rsg1	1.036228	2.13598	2.357468	2.134837	1.39317966666667	0	0	2.11802	2.31707	0.9870615	0.776471
Rsl1	0	0.682131	0.894688	0.9594545	2.31051333333333	0.310472	0.248886	0.9966915	0.988799	0.5469155	0.9201455
Rsl1d1	301.5069805	256.142345	350.382845	791.76656	314.035186666667	231.81924	228.473615	514.575825	521.66766	831.1329655	1370.743
Rsl24d1	403.456025	612.883645	607.370105	108.62344	123.20822	62.6404	62.5385	116.358	117.527	12.47285	139.862875
Rslcan18	0.2897447	0.1039795	0.2816485	0.9539145	0.46422	0	0	0.52471	0.445075	0.75540525	1.31574
Rsph1	1.8205	0.165165	0.142662	1.137406	2.81067333333333	5.54466	5.431155	6.19073	6.6991	0.39352	0.7607665
Rsph10b	0.1386964	0.03987415	0.0825507	0.6951795	0.708024	0.0742255	0.051817	0.1268255	0.0926792	0.1322	0.849945
Rsph14	0.02332995	0.0614315	0.1963988	0.690074	0.126566333333333	0	0	0	0	0.2771705	0
Rsph3a	1.69928	0.53624	1.481314	19.8317	0.982915	0.861488	0.505337	0.0989625	0.125744	7.379195	20.27955
Rsph3b	1.017983	0.3911605	0.419784	20.61675	0.884353666666667	0.10048	0.847805	0	0	9.20774	23.3733
Rsph4a	0	0	0.1068425	0.020537	0.3231528	0.284965	0.2858375	0	0	0	0
Rsph6a	0.5550311	0.19535215	0	0.20175	0.038189	0	0	0	0	0	0.1276055
Rsph9	2.252465	1.8215465	2.6671175	2.5352805	2.15576666666667	3.374457	3.5212725	1.715445	1.7656	0.794065	1.397242
Rspo1	0.085528	0.208207	0.72566285	0.4550085	0.0773316666666667	0.103641	0.0857725	0	0	0	0
Rspo2	19.1278	1.77633	0.6625795	161.377	0.400071333333333	0	0	0	0	178.054	223.789
Rspo3	0	0	0	0.08206315	0.343493333333333	0.536803	0.5112725	0.089466	0.113677	0.0956417	0.0396654
Rspo4	0	0	0	0.0183519	0.0963503333333333	0	0	0	0	0.0329031	0
Rspo4os	0.14098495	0.04645715	0.6607405	0	0.098083	0	0	0	0	0.069347	0
Rspry1	22.4081955	17.5419405	3.1566175	6.7281185	4.85398666666667	7.72017	7.823545	16.156225	16.3987	13.06764	10.109386
Rsrc1	3.9411201	4.126338715	7.15361955	21.422814	22.5740450666667	17.93094	18.06441	8.041222	7.464775	29.36772145	34.1027385
Rsrc2	269.6649595585	212.331531634738	142.5635225	54.5749474	105.075123774861	48.240083	48.0022085	84.7847065	88.167948	36.8922200032104	75.56910165
Rsrp1	127.991015	98.639199	46.4575756983645	22.385251	102.560992666667	31.868665	32.060749	18.654573	20.582223	62.4220645	54.012433
Rsu1	4.46274505	2.34002	5.13293425	70.63729785	24.1238190666667	25.4507518	25.098714	21.2065355	21.57288	69.641801	58.5437725
Rtbdn	2.565601	3.731393	3.2342515	10.1230065	0.447912	0	0	0.0925865	0.117642	3.281091	5.09545495
Rtca	7.7096475	14.2493315	12.726611	21.3729085	29.3058146303333	35.1357	34.7214	46.47675	45.6153	17.53065	14.9171745
Rtcb	5.764209	33.1783845	39.2761335	25.04179	55.571327	51.8753	51.701764	83.7779	83.2009	11.32258	19.1057525
Rtel1	18.476731	39.949747	28.273751885	16.0619185	29.6987767415602	22.914386	23.5467805	46.162885	47.958529	12.598963	8.7003045
Rtf1	14.7973	11.229839	8.15541285	11.2455595	11.1995866666667	4.63423	4.55886	8.98554	8.84764	42.65595	30.26305
Rtfdc1	83.794305	141.6261335	93.08765	90.8277	37.159173	30.6792	31.699945	27.8629	28.4019	45.578065	71.515395
Rtkn	0.7455275	1.300035	0.3354351	2.962035	1.80242106666667	0.2995463	0.4310985	0	0	0.6228365	1.499005
Rtkn2	2.0866445	0.3144065	0.0064929302725	11.276725	1.17397290666667	6.173508	6.37687	4.9761075	4.76341	6.2766955	11.955856
Rtl1	0.02688075	0	0.026609085	0.08890435	0.0981157333333333	0.242973	0.2368225	1.88452	1.95094	0	0.06086485
Rtn1	0.07557695	0	0.01932415	2.0527061	0.256371366666667	0.21523	0.178122	0	0	0.974554	0.7951729
Rtn2	21.923731	30.6244795	9.0371635	0.7695502	0.626074666666667	8.886507	8.4777555	9.349295	10.426176	0.0213209	0.2740455
Rtn3	14.442785108565	16.6131933782	13.6516299962015	47.534010714665	19.3502547053667	33.73962	33.82699	10.32454	10.542	37.8044308127415	53.3815024578785
Rtn4	22.370549	21.927426	26.8560825	3.5563539	29.1424606666667	61.85858	61.443255	21.2298021485	21.97988472	3.9892665	2.97411
Rtn4ip1	2.131955	3.041885	1.850195	10.67213	6.15589	8.01437	7.821385	17.30075	17.5672	12.29495	9.636255
Rtn4r	0.32456	3.345225	2.45844	0.801075	0	0.0972904	0.0805165	0	0	4.571325	0.5916725
Rtn4rl1	0.24696235	1.1526	1.163809	0.199651	0.2296216	0.0502771	0.063694	0	0	0.10436545	0.129996
Rtn4rl2	0	0	0	0	0.355643333333333	0	0	0	0	0	0.2752135
Rtp1	0	0	0	0.013747	0	0	0	0	0	0	0
Rtp2	0.180368	0	0.0108234	0.035901	0	0	0	0	0	0	0
Rtp3	2.302245	3.325625	4.743135	1.794735	2.95929333333333	8.65292	8.977528	0	0	1.313445	1.4438895
Rtp4	0.2878065	0	0	0.0285362	0	0.382699	0.474056	0	0	0.237757	0.307818
Rttn	3.50317	0.9609205	0.9276615	38.7808	1.600328	1.69179	1.63876	0.197093	0.173205	45.3933	39.4369
Rubcn	4.6849853	3.66929170694	1.8432787	66.980706093606	2.63272561423333	4.21655316586	4.46666184710295	4.8382051	3.68929	451.5441	152.7748135
Rubie	0	0	0	0.601515	0	0	0	0	0	0	1.31128
Rufy1	3.30480245	4.891175	5.962325	6.188715	4.76885566666667	4.7906	4.9049585	34.20021	36.45854	3.9424295	7.828485
Rufy2	2.3409625297041	2.488719	1.53484235	5.3604678979	2.3622098	2.020243	1.7632	0.3192675	0.405667	4.258251	5.232877
Rufy3	0.9146056	0.88502285	2.1162187	0.8054825	2.64777286666667	0.3485162	0.3552495	1.13355	1.11125	0.2442762	0.51946755
Rufy4	0.1108845	0.1013155	0.2203852	0.0240533	0.0704947333333333	0	0	0	0	0	0.06898
Rundc1	4.80609	8.177165	5.130845	0.8444795	3.99675666666667	0.77516	0.7629985	7.536355	7.69824	0	0.1802896
Rundc3a	0.084716	0.2262508	0.620722512597139	0.05969505	0.480676666666667	0.201712	0.1669345	0	0	0.083784	0.37984085802071
Rundc3b	8.589037	1.4959385	0.43445235	16.21364	0.1045793	0.1000614	0.0828098	0	0	23.573495	21.9446
Runx1	0.05762295	0.42623635365428	1.02651115	0.129632869655	2.16753933333333	0.2840065	0.4194745	0	0	0.01536655	0.04586615
Runx1t1	5.2759505	5.9931008	3.882601135	21.78807655	5.10537000206334	0.268138	0.2613285	0.2155791	0.175874	45.0127365	22.01431
Runx2	0.70688795	0.4059858	0.87259365	0.8871974676836	0.0925716333333333	0.0880454	0.072822	0	0	0.636746586459	0.9664769
Runx2os1	0	0	0	0.3141835	0	0	0	0	0	0	0.9610395
Runx2os2	0	0	0	0	0	0	0	0	0	0	0
Runx2os3	0.0648365	0.1220965	0.045092	0.2515625	0.329139	0	0	0.39787	0.50554	0.351675	0.123824
Runx3	0.0198934	0.0515055	0.0297963	0.17609745	0.533961	0.0454091	0.05763	0.0917425	0.0669993	0.78281	0.01543295
Rusc1	14.16362125	78.5482995	66.7459425	5.2356773	1.08934353333333	0.78573	0.679042	5.285155	5.1071	1.56678025	1.02108345
Rusc2	2.2040365	5.426923	5.529083465	5.2361675	4.671748159	0	0	0	0	15.6740895	3.55945585
Ruvbl1	132.68648	150.5614935	133.1471555	16.86814	109.621576666667	107.627	107.0735	165.784255	167.4026	9.12916	8.885365
Ruvbl2	36.991524	151.0732905	229.91918	55.418214	136.914229	176.93348	176.231935	308.004033134425	310.2287	14.6788925	26.954035
Rwdd1	176.168655	339.8476	340.54135	43.76325	141.078746666667	120.751	121.928	83.01885	85.2027	70.491	58.8138
Rwdd2a	14.168002	16.377895	16.870705	16.09302	7.04118066666667	0.609164	0.763725	6.22699	7.24289	7.333595	12.4059900037198
Rwdd2b	2.9785785	6.575775	6.350525	25.3423	8.66068666666667	11.673	11.77535	10.5701	10.6774	8.01042	26.65945
Rwdd3	0.3198985148667	1.9505245	2.67066265	0.6545805	3.360802	0.730474	0.60453	0.311717	0.396073	0.7330355	1.1376355
Rwdd4a	137.379106	176.53867	108.6629975	20.7725015	24.338697	27.520634	27.89266765	19.3299385	19.47658	2.8354700215029	4.249636107173
Rxfp1	0.06403035	0.0668693	0.0472753	0.0507855	0.179960733333333	0.278553	0.2918945	0	0	0.0550263	0.3475968
Rxfp2	0.48768015	0.26831435	0.2082364	1.03428855	0.0230429066666667	0	0	0	0	0	0.35941475
Rxfp3	0.0115116	0	0	0	0.0152929666666667	0	0	0	0	0	0.03488815
Rxfp4	0	0	0	0.110906	0.050779	0	0	0	0	0	0
Rxra	1.788945	3.0037905	4.673427	1.5162184	1.0976387011249	0.0708029	0.07419215	0.195718	0.143333	1.5076472	1.078133
Rxrb	1.778817	4.124304	3.2036915386749	0.71767255	4.155764	5.447973	5.7089675	7.54882525	6.43533	0.03436095	0.3226078
Rxrg	0.1929653	0.08233645	0.06138445	0.1846205	5.9935782	0.237722	0.248243	0	0	0	0.2242084
Rybp	27.90787	8.285266	11.9727985	27.006645	4.66838758333333	14.5277	14.5302	9.415455	10.34394	15.47195	28.76002
Rybp-ps	1.667103	0	0	5.466655	0	0	0	0	0	0.7348875	0.3768115
Ryk	26.4217095	4.7928945	1.855234371765	46.347612	2.88358	6.417743	6.23857065	3.334028	3.50003	73.77402	44.3310855
Ryr1	0.752125	0.7204369	0.48860302891	0.3475258	0.251224333333333	0.314493	0.3820105	0.24331435	0.2041411	0.013294905	0.1431264
Ryr2	0.11867265	0.05138216	0.04809618	0.383922625621	0.179917533333333	0	0	0.0317327	0.0294106	0.789479	0.56613551852245
Ryr3	3.30527564756316	2.1587610786487	1.02724800020511	3.65591687721118	0.0493155989666667	4.293932	4.3571955	2.3061925	2.171274	23.9432044960449	9.01563116428319
S100a1	0	0	0.41420938384	0.1647415	1.43678933333333	11.7301	11.8869	0.59418	0.754974	0	0.25371
S100a10	0.21615	2.60278	4.55999	1.825605	115.348272333333	127.835	124.012	62.5896	61.912	0.175229	1.015019
S100a11	0.9382735	2.196475	14.142	6.686695	157.4671	310.72	307.614	163.8325	166.37	10.44184	4.161755
S100a11-ps	0	0	0	0	0	0	0	0	0	0	0
S100a13	2.255745	0.8015465	5.6271	0.2122085	8.03095333333333	0.696288	0.57624	0	0	0	0
S100a14	2.3807790007307	1.239967	1.069695	23.5477825	0.831344	0	0	0	0	29.9743625	20.47704
S100a16	0.734798464	0.477866	0.050579	5.1720151392	0	8.19842	8.432295	5.80913387	6.262022	6.638223	4.8430435
S100a2	0	0	0	0	0	0	0	0	0	0	0
S100a3	1.698398	6.0712745	14.7512845	0.312184	0.164097166666667	0.0586988	0.0475754	1.057261	1.09443	0	0.0294301
S100a4	0.416505	0	0.6311735	0.112523	0.559327666666667	0	0	0	0	0	0
S100a5	0	0	0	0.547672	0	0	0	0	0	0	0
S100a6	0.4658215	2.77667	3.4582285	2.1363925	15.7360333333333	7.40921	7.389195	2.67577	2.013999	1.38578	1.210825
S100a7a	0.0352506	0.0501875	0	0.078725	0.161729	0	0	0.090187	0	0	0.0532635
S100a8	0	0	0	0	0	0	0	1.35753	1.02257	0	0
S100a9	0	0	0	0	0	0	0	0	0	0	0
S100b	1.40823	0.5509155	0.9407075	0.060043	0.421536	0	0	1.121067	0.990183	0	0.327459
S100g	0	0.350368	0.94296	0	0.248847333333333	26.668	26.3752	0	0	0	0
S100pbp	20.2499254	9.0201035	26.228421	14.3615795	7.61493133333333	1.439075	1.3905725	12.9311991075	13.15953722455	9.51384345	19.681159
S100z	0	0	0	0	0.831916666666667	0	0	0	0	0	0
S1pr1	0	0	0.02544125	0	0.766461133333333	0.0588622	0.04871365	0	0	0	0
S1pr2	2.341405	11.0671	9.13733	0.92901	4.46065	7.18416	7.1257	42.1707	41.3086	0.238865	0.318152
S1pr3	0.266984	0.062394	0.03249545	8.389735	0.0586682333333333	0.0389139	0.04933675	0	0	16.03265	8.056615
S1pr4	0.04517425	0.0969954	0.01105875	0.0311563	0.106941	0	0	0	0	0	0
S1pr5	3.298085	1.796015	3.13399	0.0801515	0.530982333333333	0.0730881	0.0924475	0	0	0	0.03780305
Saa-ps	0	0	0.481741	0.423382	0	0	0	0	0	0	0
Saa1	0	0.127994	0	0	0.840754666666667	0	0	0	0	0	0
Saa2	0	0	0.213658	0	0.0190739666666667	0	0	0	0	0	0
Saa3	1.071564	2.350691	1.1723905	0.8465977	39.8379673	49.4318	47.55655	11.052835	12.9312	0	0.1485825
Saa4	0.051916	0.02815045	0.09984975	0.0959505	0.078738	0	0	0	0	0	0.0892105
Saal1	2.29608985	10.1663195	10.93645305	1.42558995	17.9645666666667	21.001068	20.598571	17.4009455	17.784103	0.2588435	0.9279935
Sac3d1	11.3186	8.06878	5.912935	0.775395	6.25558	0.291427	0.366796	8.176355	8.48453	1.1300505	0.75417
Sacm1l	9.556105	9.46864	8.86471	14.552	22.8472	33.053	33.033	16.64025	16.6726	7.1797	19.57555
Sacs	0.7318487	0.3702771	0.17028725	1.93972	0.4008717	0.0111943	0.0092643	0.0850515	0.108068	2.0396305	1.73176745
Sae1	103.241615	307.88261	268.864245	18.360642	157.45396	194.31798	193.8484525	301.252435	307.29429	19.725307	16.3977905
Safb	41.112253	46.478718	37.8547815	14.0099662	27.8686453333333	35.27452	35.005615	14.33099462079	13.930222	10.352735	9.8939123445
Safb2	15.3160697915	17.98665371	10.211059773	2.2863767268	13.511271355	9.642	9.646267	11.23294658	10.796376	20.224634	5.76489
Sag	2.573582	2.765383	2.2003265	13.183186	2.23731533333333	0.993571	1.1457665	3.4224025	2.905017	8.9411717	11.72715915
Sall1	0.1765535	1.3298445	7.528645	0.13476795	4.79483	14.9535	15.0408	26.0124	26.286	0	0.1019535
Sall2	0.4607115	0.136971	0.2435895	2.82335	0.0666149666666667	1.85806	1.76237	0.274426	0.268914	3.37146	1.753436
Sall3	0.1274695	0	0.0104239	0.04203205	0.320959333333333	0.198783	0.1864505	0.07909095	0.0732751	0.0207143	0.03853885
Sall4	64.6244925	89.9907145	91.42051	61.346427	130.849743666667	68.36222	68.064075	96.968315	98.80411	233.397015	104.097355
Samd1	4.17074	4.01357	5.879075	9.502645	5.637489	5.54304	5.490655	10.6359	10.7408	0.9026665	4.84112
Samd10	4.9524715	0.1564030076867	0.049659851413845	99.29021	0.412908722197643	8.29885	8.5059951443005	12.342553305	12.04627	10.764582	47.76138
Samd11	0.07213575	0.209998	0.1592895	0.12833835	0.198183	0	0	0	0	0	0
Samd12	1.0618555	0	0	1.5104655	0.452556666666667	0	0	0	0	1.8002715	3.31377
Samd13	0	0	0.1301431	0.04375715	0.407973333333333	0.338162	0.279859	0	0	0	0.0633295
Samd14	0.0719527	0.0663785	0.1264204	0.01935965	0.0625849	0	0	0	0	0	0.245921
Samd15	3.77112285	5.649175	3.5372722	3.877709	2.34618133333333	3.258745	3.04837	3.174465	3.15114	0.1920778	0.60447
Samd3	0.1339805	0	0	0.3480665	0.0706090666666667	2.581877	2.534203	0	0	0.338537	0.722623
Samd4	0.17174716	0.00803599	0.0108763	1.00150446	0.232858096666667	0	0	0	0	0.38849050788345	0.4182804
Samd4b	6.520917085	5.5930232425	4.050182397	8.24999407335	5.83401955196667	7.467380701	7.69938142659574	5.250566709	5.299421493	7.48750514245	5.54654034245
Samd5	0.383096	0.182085	0.0302359	4.850515	1.327715	0.0732502	0.060621	0	0	6.554595	5.13776
Samd7	1.956972	0.49724	0.0661315	17.2923	0.1680625	0	0	0	0	12.343895	23.8690985
Samd8	21.1791065	10.313423	4.2136645	27.40975	6.02440566666667	2.437754	2.4584125	13.1173238	13.1769089	69.871745	39.65042
Samd9l	0.0274591	0	0	0.837087	0.61588	0	0	1.69747	1.28692	0.0533577	0.421309
Samhd1	17.271943	25.0911335	19.744463	25.69975625	8.6852737	26.99116	26.61226	0.6538345	0.7758822	10.73676	28.5510305
Samm50	1.28067	6.615105	3.465255	3.54952	33.1161333333333	110.911	110.3875	64.9402	66.92	2.144955	3.296905
Samsn1	0	0	0	0	0.0270687666666667	0	0	0	0	0	0.4109995
Samt1	0	0	0	0.064948	0.108195033333333	0	0	0	0	0.049661	0.0184534
Samt2	5.649225	1.4088675	0.2838475	5.6593	0	0	0	0	0	0	0.160633
Samt3	0	0	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0	0	0
Sap130	13.97156	12.0151745	10.578406	85.5929	15.4118	11.42112	11.388455	22.494515	22.42469	128.862375	52.70546
Sap18	42.7970505	33.3404936321725	79.361243	68.223039	22.2910666666667	11.8418	11.76305	17.33127	16.77082	42.348653	240.703439
Sap25	2.3921498785	2.470572	3.4858755	33.01752	1.97421669710723	18.58687	18.820195	6.794435	7.13218	11.206685	10.507373
Sap30	44.03925	25.5923	22.662755	179.123	12.8727233333333	14.4474	14.14555	11.75865	11.8749	397.6375	97.96085
Sap30bp	158.11976	180.100685	108.455925	34.737155	67.4935033333333	96.13309	95.618235	104.607025	106.27773454	19.072475	100.58084
Sap30bpos	0.2037161	0.12255625	0.152512	0.0370184	0.15688	0	0	0	0	0	0
Sap30l	21.52065	16.01565	14.87775	9.3849	7.91939666666667	2.17697	2.034565	5.189705	4.62168	8.50609	9.950455
Sapcd1	1.353816	1.049549	0.09948102	0.4567525	18.9373766666667	0	0	5.130985	6.05022	0.0619655	0.59141615
Sapcd2	39.1034595	130.433365	95.1565915	2.1333475	9.747044	1.751714384677	2.109403	5.425771	5.202787	0.3697965	0.5429688
Sar1a	47.03035	71.2763	72.78345	16.4312	64.4973666666667	37.5495	37.6602	39.8989	39.7299	8.44368	13.3454
Sar1b	49.567	98.345305	169.39678	195.942	121.887	87.0156	86.0232	87.18	91.8924	46.0081	212.3065
Saraf	19.584439	74.722328	77.900249	20.053142	23.4652333333333	17.3361	17.6726	29.5991	29.7064	289.2854935	22.24626
Sardh	10.07712639185	33.7009515	17.05797255	0.225782	0.173424333333333	0	0	0	0	0	0.185516
Sardhos	0	0.690885	0	0	0	0	0	0	0	0	0
Sarm1	1.0711796	2.8750852	5.8422804	0.55626715	5.48619333333333	0.0731852	0.0925695	4.78509	4.88017	0.5434715	0.585674
Sarnp	82.3095	76.38005	108.3575	21.50505	339.056333333333	402.756	394.4345	396.5855	400.384	110.147	44.3009
Sars	12.016767	33.50198105	61.324168	63.593625	165.13017	216.312473	213.6586285	293.404	296.5785	37.8357485	101.527232
Sars2	7.353359	11.9067487	18.9448655	0.92259235	27.632617	30.234628	30.0446655	51.864383	51.549025	10.965805	2.5450915
Sart1	4.67218	7.136415	7.323335	4.710345	2.06079333333333	3.81291	3.72561	3.815255	3.61758	1.440435	3.97739
Sart3	8.0065355	13.243045	11.0955005	23.461797	5.927926	6.50596	6.583985	5.36814000074639	5.255917	50.019545	37.3895145
Sash1	1.5663	0.781707	0.2561975	5.873555	0.789054666666667	0.83247	0.8254775	0.585112	0.56106	13.17595	8.108405
Sash3	0	0	0	0.219525	0.0885357666666667	0	0	0	0	0	0
Sass6	25.977282	17.1854515	37.3437215	6.46391405	30.4034485333333	25.08759	27.061628	13.51532	13.54678	4.9460925	23.091506854
Sat1	377.425214	380.5621565	1813.943025	62.8510715	1239.059641	51.400981	52.210236	11.75415	11.8165	46.84965	49.970013
Sat2	25.426785	29.4527505	10.0911285	1.383839	4.131779	11.3535	11.0330545	0	0	0.397198	0.4589745
Satb1	10.07500845885	6.4961665666	25.4435379565	96.31547085	10.76617058204	0.124375	0.1029315	0	0	194.3228521	112.227308
Satb2	1.5644705	0.49387295	3.6466928	3.567544	2.403963	4.02032	4.46669	0.0432199	0.0549144	1.234407	1.8354785
Satl1	0.0651188	0	0	0.3528715	0	0	0	0	0	1.967315	1.4432405
Sav1	1.4934	0.651687	0.272335	0.6650065	0.287063666666667	13.3792	13.2232	0.168668	0.214312	1.63025	1.492105
Saxo1	0.1550795	1.7737285	2.0904735	2.323175	3.428849	0	0	0	0	3.4017475	4.0064025
Saxo1os	0.2916155	0	0	0.083182	0.387466666666667	0	0	0	0	0	0
Saxo2	2.7774568	3.0622995	1.9922285	2.3344769	1.92570066666667	2.43394	2.663615	0	0	3.67781752691	1.9871215
Saysd1	0.6393385	1.8313205	2.12512	0.53872	1.22349933333333	2.89527	2.957975	4.93214	4.85828	0.4670605	0.6834205
Sbds	84.305299	164.69548	177.995007	139.2998705	70.8590526666667	54.89214	54.8276065	50.6845	50.6294	327.0583095	262.166529
Sbf1	6.3182895	10.5108205	3.91388675	7.5566815	5.02610293333333	19.14617127	20.903282605	1.9355865	1.46263	20.235305	5.288394365
Sbf2	12.1871161	2.48389305129329	2.0613614739963	10.29898335	3.67308547658323	3.558711798	3.6355335665	1.9715273195	1.905541691	14.51113605	10.54321515
Sbk1	3.04979	1.70742	0.6673525	1.348815	0.529659	0.213432	0.1954125	1.398795	1.45028	3.19636	1.34018
Sbk2	0.1449325	0	0	0	0	0	0	0	0	0	0.0723485
Sbk3	0.1080114	0.418969	0.0856844	2.3174385	0.0144568333333333	0	0	0	0	9.53487	3.5561354
Sbno1	137.57909870895	123.539223768878	90.79560898069	10.792126152364	50.52783388138	17.9944855	18.253520789	57.456165	57.497651	18.14164815	12.9010349615
Sbno2	3.22021	6.923575	3.60138	0.564918	3.59638	2.27826	2.39583	2.41143	2.20252	6.50356	0.647094
Sbp	0	0.553185	1.1819255	0	0.057146	0	0	0	0	0	0.118264
Sbpl	0	0	0.1607175	0	0	0	0	0	0	0	0
Sbsn	0.28055205	0	0.49736635	0.963243	0.4706534	0	0	0	0	0	0.0447601
Sbspon	0.0497461	0.039538	0.23668005	1.199316	0.578396666666667	0	0	0	0	0.4681455	0.5851775
Sc5d	7.181565	6.36353000439014	3.210685	81.7741	3.44112033333333	5.63359	5.559775	8.916115	8.90359	173.39445	125.513
Scaf1	14.1895995	9.5514805	9.2979365	52.425201	7.87710033333333	18.877677	23.715245	9.246435	9.962286	37.7086455	20.3615575
Scaf11	13.1735	6.19834	7.404895	6.195075	4.40267333333333	2.7904	2.861745	2.222235	2.14671	10.011335	10.64725
Scaf4	16.85217	7.240925	3.403845	7.1096	1.91044633333333	4.07841	4.0782325	1.0357435	0.993412	13.080865	8.532545
Scaf8	4.64671	3.192065	3.90735	12.45305	4.11315666666667	3.60336	3.59506	0.04144685	0.0526631	18.1723	12.1512
Scai	9.503025	8.2870385	7.00435155	24.469104	5.92714263333333	2.907924	2.8023995	7.5938035	7.609956	13.6642398525	15.21718
Scamp1	74.40618	23.6528745	29.655725	171.6931875	12.1777563333333	1.628111	1.6271590626185	0	0	56.08526821	111.78521
Scamp2	6.90134	23.34055	37.2769	18.71895	24.5600333333333	15.9601	16.23055	17.1178	17.3688	37.0876	32.14965
Scamp3	49.891209	93.095117	68.2866995	95.70625	108.097551666667	79.817803	80.342351	53.6037	52.9116	50.572773	70.4508855
Scamp4	12.14565	58.85299	70.389555	16.355935	53.3230933333333	67.06462	66.6966	35.02385	34.873	45.0225	14.22189
Scamp5	3.29714	6.981105	7.2871	2.553545	3.93853366666667	6.88654	6.82925	4.22295	4.14089	15.35795	6.35766
Scand1	3.66574	6.56596	10.13139	2.05723	3.52758333333333	0.318588	0.3963095	2.718525	2.42183	2.19515	2.40444
Scap	15.029625	21.266669	9.977199	34.3264135	4.60333133333333	3.807759	4.7457765	6.80856	6.54413	87.22123395	35.7891602
Scaper	2.48632	0.6955725	1.3116265	11.7826	1.31036666666667	0.1679	0.1537512	0	0	11.1267	16.66635
Scara3	0.01113525	0	0	0.01254885	0	0.156551	0.152474	0	0	0	0
Scara5	0.0658985	0.0723626	0.291333	0.455155	0.170601766666667	0.0561977	0.0711655	0	0	0.1743897	0.15162905
Scarb1	4.0776008	1.44670035	1.8494794	42.11838595	8.95421896666667	18.2562	18.0646065	30.5000815	30.571459	80.687954	24.638152
Scarb2	1.0960389	2.670525	4.8460515	1.05896635	13.7844006666667	0.111137	0.108291	0.7302835	0.765677	0.992918	0.6942555
Scarf1	1.4726625	2.759475	1.1055515	0	0	0	0	0	0	0	0.02326655
Scarf2	0	0.0162448	0.03894855	0.0388878	0.040293	0	0	0	0	0	0
Scarletltr	0	0	0.1629145	0	0	0	0	0	0	0	0
Scarna10	2.38076	2.526165	0.599155	0.98731	0	0	0	8.04153	8.72371	2.008395	0.467502
Scarna13	21.8907	18.08185	20.69175	14.250645	1.29942333333333	0	0	9.6097	12.2103	13.8047	4.951295
Scarna17	0	0	0	6.1031	0	0	0	0	0	0	0
Scarna2	1.028383	0.4606905	0.1914075	3.181905	3.04611666666667	0	0	13.76965	13.7482	2.022065	2.376755
Scarna3a	2.351945	12.21174	9.06362	0.77107	0	0	0	0	0	0	0
Scarna3b	26.66365	54.20385	13.492795	0.779045	46.406	0	0	0	0	6.241045	0
Scarna6	13.55345	16.6524	3.77481	2.74832	1.55373	0	0	0	0	3.990955	2.930575
Scarna8	16.44045	28.5316	50.02025	2.562115	0	0	0	0	0	0	0
Scarna9	2.265915	0	0	0	0	0	0	0	0	0	0
Sccpdh	1.80336	0.98529965	1.6616501	5.000599	38.2705655	24.2768	24.0905	15.595305	15.804	0.84659995	0.63985675
Scd1	11.4193	6.35697	6.159455	0.2125245	11.31532	16.1439	16.1639	5.019965	5.19818	0.179804	0.09586535
Scd2	0.6270105	0.546901	1.2588765	0.5503015	12.8626333333333	45.9491	45.9146	20.42205	20.9877	0	0.0692687
