gene	MII_oocyte	zygote	early_2cell	2cell	4cell	8cell	mESC
Sipa1l3	1.96071	1.2137	1.6213	0.893748	0.228715	0.190858	0.220463
Tab3	1.905	2.43027	3.02965	6.25748	1.63955	1.29578	1.77754
Bcas1os2	0	0	0	0	0	0	0
Edem1	3.50009	2.13978	2.55575	3.94583	2.57189	2.23365	1.9815
Fkbp15	23.0262	8.78253	5.86865	2.2477	4.53628	3.50257	0.953403
Smc6	62.8589	52.5867	42.4615	47.8803	24.2384	28.3865	11.2002
4930578I06Rik	0	0	0	0	0	0	0
Ascl4	0	0.144396	0.333684	0.725784	0.788157	0.182361	0.531704
Herpud2	29.3086	21.0266	11.6286	21.986	3.2335	1.3424	2.70326
Scaf1	18.1147	4.69848	6.10376	2.49663	2.578	1.25752	0.480456
Npl	0.0547879	0.341358	0.198046	98.6184	165.26	185.267	6.98169
Krtcap3	0.596654	1.86319	1.54518	3.00024	4.56184	3.67856	1.44463
Nus1	28.2843	15.6364	11.9896	9.939	3.7078	2.42159	8.80245
Cenpv	17.8815	7.67452	12.2032	6.89092	0	0.374992	12.6566
Fam159b	0	0.0824663	0.0358342	0.295133	0.906748	2.84187	0
Klrk1	0	0.0599293	0	0	0	0	0
D330023K18Rik	0	0	0.134192	1.6454	1.9087	0.420862	2.02897
3830432H09Rik	0	0	0	0.0745082	0	0	0
Adh6-ps1	0	0	0.0910323	0	0	0	0
Ndufs7	2.74222	2.47632	2.84206	23.5217	75.5198	90.8657	73.9962
Ralyl	2.88594	2.39506	3.10484	0.333488	0.0226585	0	0
Gm15217	0	0	0	0	0	0	0.267862
Uty	0	0	0	1.26819	0.864118	0.284631	1.16552
Mr1	0.0274586	0.0582596	0.0170312	0	0.0218515	0	0
Tcl1b1	2335.87	1245.35	1918.13	372.315	8.33252	1.89249	0
Mir143hg	0	0	0	0	0	0.0303258	0
Fkrp	0.19372	0.532267	1.00983	0.602001	1.22009	0.805611	3.07882
Ndufa9	1.65467	2.03874	2.23288	18.1783	53.6016	98.8666	72.9214
Olfr633	0	0	0	0	0	0	0
Lrriq3	12.6072	14.1689	10.6354	1.71812	0.247161	0.159648	0
Poll	1.46005	2.88176	3.92665	1.98905	5.52889	4.4057	1.01392
Mchr1	0	0.0226126	0	0	0	0.0713105	0
Gm6760	0	0	0	0	0	0	0
Prkci	14.5243	11.5809	11.4061	5.28801	1.48039	1.38269	9.16959
Alas1	16.44	7.9279	7.21192	11.4981	29.4936	16.8252	2.39231
Ghr	0.424309	0.593702	0.314672	0.184901	0.131609	0.0617971	0.0669862
Zfp260	8.48097	10.1499	8.70381	3.5634	1.91015	4.598	5.1806
D10Bwg1379e	2.77742	1.68914	2.20585	0.718833	0.195458	0.0178926	0.0317896
BC051226	2.10997	0.442025	0.694919	1.39319	0.15669	0.214936	0.595765
Gm1564	0.269942	0.842822	2.24397	1.66415	0.415456	0.236842	0.582088
Isca1	10.2018	32.2386	38.5019	16.39	19.107	14.7485	11.3578
Sort1	0.64706	0.863106	0.74369	0.422744	0.137171	0.00539946	0.345849
Gm5916	0	0.146804	0	0	0	0	0
Gpc6	0	0.00674823	0.0119042	0	0	0	0.0583007
B230208H11Rik	0	0.0937026	0.040622	0	0.169614	0.0783394	0.858441
Enpp3	0.675602	0.307977	0.525693	1.72089	13.5293	16.5473	1.36366
Mrpl52	2.93648	1.01863	0	21.8196	26.1183	44.9853	114.863
Smad4	14.3758	7.11681	6.32999	5.434	3.37546	4.01809	6.81253
9930012K11Rik	0.647976	2.70316	1.01642	8.30553	2.09256	0.476484	0.856153
Olfr282	0	0	0	0	0	0	0
C77080	0.0130985	0	0.0330188	0.559126	4.17957	4.64993	2.50017
Efemp1	0.558477	0.0736249	0.408062	0.134575	0.13732	0	0
Papss2	1.61998	1.00972	1.0493	0.340571	0.0296962	0.0104851	0
Morn1	0.311251	0.217209	0.216652	0.224992	0.551785	0.362126	0.17425
Shmt2	40.2889	16.9333	27.6897	6.89371	6.01887	5.90927	29.524
Olfr491	0	0	0	0	0	0	0
Cebpg	6.54346	11.2714	7.23491	10.628	6.90055	6.02776	4.75383
Gas2l1	0.620451	0.22538	0.493605	2.13387	3.90417	1.6834	2.43919
Cldn19	0	0.0220432	0	0.0205023	0	0.0177039	0.094687
Gm6329	0	0.0710543	0.182988	0.122543	0	0	0
Lrpprc	2.0743	4.45323	3.97395	1.34807	6.72975	9.01211	6.71386
L1td1	0	0	0.272042	9.97033	0.460196	0.61027	78.4039
Trappc2l	1.14727	3.71172	4.42971	22.0353	49.7627	43.0361	45.6426
F2r	0.425575	0.273877	0.494055	0.600644	0.0652274	0.253307	2.55067
Klrb1c	0.313321	0.792069	0.581805	0.238383	0.187369	0	0
Cdk1	0.592647	24.0296	12.3274	139.733	137.771	130.839	69.4241
Mcm8	9.87828	4.87918	7.62032	2.27397	5.16946	4.42548	2.83777
Ncaph	44.7955	44.2036	21.207	4.36068	6.00956	5.33338	7.65949
Fem1c	3.8787	7.65041	12.7266	52.937	40.3998	12.6563	1.24205
Decr2	0.207643	0.219043	0.617718	20.6247	15.7596	19.8055	5.11302
1700018F24Rik	0	0	0.065222	0	0.191462	0	0
Cyr61	0.0701313	0.14791	1.22961	0.81095	19.1708	12.2047	0.626847
BC051019	47.8442	12.6906	13.7045	2.5755	1.8233	1.58441	0.219254
Trim3	1.52368	0.685578	0.989268	0.908686	0.425854	0.107522	0.384571
Rtl1	0	1.53318e-08	0.0621294	0	0	0.00710595	0.163891
Stk32a	0.140232	0.149944	0.164853	0	0	0	0.0714605
Eid2	0	0	0.0731503	12.0406	2.77497	1.73868	11.9285
Zfp961	75.489	74.2148	50.0107	35.1615	17.8572	17.5587	17.0444
Wsb1	19.7057	19.76	20.7078	137.926	519.85	490.423	15.828
Fastkd2	13.8975	10.9944	9.33418	3.61618	6.82182	18.8324	13.8599
4933416M07Rik	1.85219	5.59005	3.2178	1.0076	0.446727	0.0979662	0.497356
Nsun2	21.7511	8.09089	13.2057	27.1643	72.2761	53.9267	24.4529
March11	0.194011	0.134967	0.264735	0.0304764	0	0	0.188978
Anxa13	0	0	0	0.0394119	0	0	0
Mir760	0	0	0	0	0	0	0
2610005L07Rik	0.0168385	0.206901	0.0905281	2.91333	6.40168	5.53743	9.03851
Slco6d1	0	0	0	0	0	0	0
Bicc1	5.72961	2.42857	2.42465	2.33856	0.731843	0.258233	0.0439641
Dcun1d3	0.297196	0.679601	0.844127	6.25277	6.30289	3.69296	0.940497
Csn1s1	0	0	0	0	0.042719	0	0
Tuba1b	17.0325	11.6948	25.6076	22.8622	40.5406	28.2027	709.358
Fam76a	0.182608	0.412182	0.841213	14.475	28.2911	28.6865	3.92283
N28178	0	0.0139707	0	0	0.0316246	0	0
Mir30b	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0
Scgb3a1	0	0	0	0	0	0	0.822024
Siah3	0	0	0.514303	0	0	0	0
1700048O20Rik	0.78243	1.43931	0.479263	0.898678	1.00935	0.750785	0
Ahcy	4.46622	3.14052	2.41862	0.193857	1.16389	6.81613	44.2801
Jak2	17.5413	24.5042	26.1707	39.5592	12.0049	2.87045	0.266946
Ghitm	116.789	73.1792	29.1437	37.0025	49.3357	55.1869	60.4194
Krt15	0	0	0	0	0	0	0.0837469
Olfr1079	0.18555	0	0.107502	0	0	0	0
Gm14625	0.0849569	0.0540021	0.213009	0.389247	0.60312	0.336271	0
Sms	23.8117	40.7079	44.5076	32.7047	27.0161	64.0447	11.9874
Dhx37	0.158167	0.124192	0.129158	1.04448	4.22907	3.02124	1.06665
4930539M17Rik	0	0	0.0623646	0	0	0.1593	0
Bmp2k	7.49845	5.66402	5.97488	3.24022	0.372963	0.112508	0.200072
Uros	3.54498	2.76536	2.50754	3.53347	8.63619	6.04052	3.98713
Tnp2	0	0	0.118918	0	0	0	0
Pifo	0	0	0	0	0	0	1.07737
Dnajb7	0	0.18661	0	0.497489	0.0510071	0.106293	0
Taf6	61.7548	24.6259	36.0929	18.892	21.6279	30.8028	4.25679
Dll4	0	0.0137182	0	0.0635718	0.0465921	0.0877598	0
Asgr2	3.63523	9.15788	12.068	0.699323	0.601305	2.27599	0
Esp31	0	0	0	0	0	0	0.114529
Mir3101	0	0	0	0	0	0	0
Mir15b	0	0	0	0	0	0	0
Qrfpr	0	0	0	0	0	0	0
4921504E06Rik	0	0	0.0437261	0	0	0	0
Zfp617	1.44399	1.3503	2.33107	15.8147	9.19305	6.57214	4.00897
Gm4836	0.0002918688	0	0	0	0	0	0
Ddit4l	0.125312	0.639315	10.707	12.2797	7.52676	8.40922	1.66705
Akap5	0.0190458	0.157133	0.277071	0.0766724	0.0584426	0.196115	0.181728
Olfr177	0	0	0	0	0	0	0
Pet100	0.33774	0.92618	0.48193	1.48211	2.07663	1.97055	17.6799
A330069E16Rik	0	0.33886	0.407798	1.93627	1.5226	1.69534	15.2473
Abca6	0.105292	0	0.0599169	0	0	0	0
Kcnk1	1.87681	3.52464	2.75165	0.294043	0	0	1.39264
P4ha1	27.2636	22.7688	11.1939	3.58436	2.58892	9.03288	0.961255
Cdkn2b	0	0	0.09987	0.652816	0.0843956	0.382629	0.426674
Gabrq	1.26876	0.954137	0.770851	0.130923	0	0	0
Mir6408	0	0	0	0	0	0	0
Mir196b	0	0	0	0	0	0	0
Htr4	0	0	0.043894	0	0	0	0
Vmn1r200	0	0	0	0	0	0	0
Gm4926	2.42936	3.67465	4.4603	1.66331	0.561741	3.12789	0.0896374
Rps19	0	2.10643	3.19971	93.872	260.888	374.182	448.847
Srrm2	11.8163	5.71936	4.88779	8.36567	6.21561	7.18112	5.36959
Timm9	25.7859	73.6758	36.6742	49.98	50.447	26.2854	39.2463
Nfatc2	2.28116	1.95845	1.63298	0.0490857	0.00936645	0.0862704	0.0236179
Tas2r102	0	0	0	0	0	0	0
Tjap1	53.5213	13.0256	24.1757	16.0609	18.359	9.67114	2.58435
Gpr161	0	0.0258839	0.181111	11.6422	29.8214	19.4285	0.146086
Itfg2	0.42464	0.877523	1.01276	2.67103	9.37245	8.74062	2.54792
Ctcfl	0	0	0	0.575204	0.0418326	0.0118125	0.084433
4930480M12Rik	0	1.14375	0.118918	0	0	0.189432	0
Tnmd	0	0	0.070692	0	0	0	0
Rnf20	59.3786	38.0569	34.5432	61.4211	45.4241	25.8303	4.95509
Avil	0	0	0.110833	0.0145798	0	0	0.0899135
Oasl1	0.63134	0.935751	1.08556	0.149881	0.235903	0.0368415	0.529421
Dusp12	86.5217	90.989	92.7893	17.0348	26.4554	56.9249	20.4862
Boc	0.0147192	0.10516	0.037028	0	0	0	0
Mir6903	0	0	0	0	0	0	0
Vmn1r142	0	0	0	0.0282981	0	0	0.2655995
Klhl6	0.20167	0.468139	0.802949	0.336646	0.0915182	0.032209	0
Thoc2	22.6629	16.7549	8.72792	9.31305	7.01303	11.6202	7.59071
Mir1894	0	0	0	0	0	0	0
Snhg10	3.32706	2.30024	4.94971	11.3127	2.41628	1.20294	3.46512
Ferd3l	0	0	0	0	0	0	0
Armc12	1.20078	0.92075	0.841184	2.62172	1.39167	0.926007	0
Zfp819	2.41205	2.19112	3.32602	0.261013	2.91934	1.79807	2.07245
Tmem252	0	0.138818	0.117463	0	0	0	0
Fcgrt	0.336776	0.0294321	0.154225	10.0239	28.7032	6.531	0.662143
Cyp2d40	0	0	0	0	0	0	0
Frat1	0	0	0.0976978	1.31623	9.0511	2.93072	0.36928
Erich4	0	0	0.0567283	0	0	0	0
Hmgxb3	12.56	5.25036	8.41857	10.3099	9.51047	4.22832	1.37709
Tspan12	2.54803	9.06742	6.93829	0.684499	0.110162	0.356832	0.166826
Adcy4	0	0	0	0	0.0316049	0.0446419	0
Gm14496	0	0	0	0	0	0	0
Leng9	0.522506	0.243265	0.477824	0.0275824	1.25126	0.520984	0.0854311
Chsy1	39.2795	39.9584	32.4664	19.6138	5.1192	0.826577	3.04365
Gm8580	0	0	0.100418	0.121592	0.424822	0.506121	0.0771732
Nfyc	66.3358	62.9231	83.4659	49.2706	61.2031	70.1546	15.2356
Chmp4b	0.0463252	0.0645631	0.0563185	1.31453	1.14657	2.23092	8.50971
Usp12	0.183462	0.109177	0.326706	1.75697	2.0456	1.77154	1.87608
Tmem191c	0	0.0755319	0	6.88934	14.0032	8.69381	0.52673
Tmem150b	0	0	0.0299356	0.160944	1.79147e-26	0.0304555	0.0485351
Olfr938	0	0.0623921	0	0	0	0	0
Zfp467	0	0.030076	0.0396392	0.0417426	0	0.036001	0.209098
E030019B13Rik	0	0	0	0.0394852	0	0	0
Teddm3	0	0	0.036644	0	0.139003	0.225789	1.28878
Gm4541	31.67074	20.80618	16.193732	1.610934	0.1763956	0.14022446	0.0714889
1700018B08Rik	6.75837	4.0995	5.13725	0.324537	0.4569	0.316473	0
5930430L01Rik	0	0.0661965	0.0232814	0	0.0266856	0.18012	0.151319
Olfr763	0	0	0	0	0	0	0
Hhex	21.6285	58.1117	51.7456	12.9564	6.48023	6.69988	2.593
Cacnb4	0.467356	0.264981	0.173223	0.099247	0.0336098	0.0619912	0.0338819
Slc39a3	0.230452	0.136713	0.0721119	0.874347	2.13602	0.973065	0.429521
Wdr41	3.12387	2.22683	3.57018	0.979058	0.123162	0.124156	1.73133
Arsg	0.578892	0.971758	0.763552	0.161156	0	0.0695062	0
Psmb10	0.0622368	0.128515	0.148818	6.00533	7.85292	7.6576	35.6732
Psg19	0	0.0190996	0.189863	0.386729	0.0661372	0.0908542	0
Dnmt1	92.9694	59.2848	11.1029	5.72067	5.2918	4.11987	9.20699
Fbln5	0.597819	0.778948	0.30205	0.0291031	0	0.00628891	0
4933401H06Rik	0	0	0	0.165504	0	0	0
1700008F21Rik	0	0	0	0	0	0	0
Kcnt2	0.0166107	0.0236989	0	0	0	0	0.0339051
Jph3	0.893534	0.240485	0.169248	0.167536	0.109102	0.125341	0.137597
Fscn2	0	0	0.0260483	0.0812368	0	0.0465054	0
Mir6417	0	0	0	0	0	0	0
Athl1	0.0226899	0	0	0	0	0.0128317	0.917916
1700012D16Rik	0	0	0	0	0	0	0
Trmt1l	11.6211	2.85258	2.82187	2.81274	8.12728	10.1993	4.80472
Armc7	5.84797	2.72011	1.36447	13.5981	26.3646	10.5956	0.745726
Ggt7	0	0	0.0163034	0.205381	0.0627876	0.0884719	0.10564
5530601H04Rik	1.09722	1.02169	1.02061	0.468295	0.571882	0.666898	1.51469
Traf7	67.1103	14.7713	21.3171	17.6294	15.343	11.4294	9.9981
4932411N23Rik	0	0	0.0489514	0.399898	0.0157581	0.0333882	0
Sos1	0.134083	0.223204	0.120845	6.89987	6.4753	9.77832	1.40289
4930515G16Rik	0	0	0	0	0	0	0
Slitrk1	0	0	0	0	0	0	0.062891
Folr2	0	0	0.136228	1.94505	1.59735	2.48949	0
Cd79b	0	0	0	0.163867	0.302383	0.0350173	1.14727
Gm3317	NA	0	0	0	0	0.00381385	0.3244375
Gsdmd	0	0	0.0752245	0.182646	0.0319789	0	0.242323
Pygb	0.995752	0.844672	0.764544	0.375135	0.194335	0.206062	0.210082
Chrm4	0.196693	0.0348565	0.183567	0.0321502	0.0589572	0	0.0495928
Mitd1	52.4547	24.8528	25.8665	3.21986	2.2488	5.60868	46.9834
Lca5	10.4569	4.07482	3.68065	0.868038	0.0878156	0.0391242	1.1805
Krtap5-5	0	0.0471019	0.0408351	0.0418332	0	0	0
Zcchc6	9.56199	8.21671	2.14638	3.47237	4.13701	3.12569	0.821848
Vwc2l	0.251162	0.428924	0.342528	0.0278713	0	0	0.028595
Mxd1	60.9882	35.4428	35.5221	5.29773	3.1932	0.560995	0.485461
Foxp3	0.0446068	0.0137126	0.0112229	2.4172e-09	1.0508e-08	5.04083e-09	0.0457093
Muc6	0	0	0.00979771	0	0	0.00450001	0
Cort	0	0	0	0.264394	0	0.658164	0
Mroh6	0.0197655	0	0.0123622	0.0912061	0.127335	0.0449626	0
Il23a	9.12746	5.59813	2.02295	0.176765	0.608017	0.423847	0.329379
9330188P03Rik	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0
Dtx4	0.0889079	0.0477769	0.0982384	0.0371799	0.0907113	0	0.0686179
Atp11a	11.2128	5.82506	4.69165	5.58219	3.82267	0.801669	1.28411
Vezf1	16.6491	11.5804	23.9311	0.915922	1.50973	1.41912	2.09265
Txlnb	0.131551	0.0522181	0.0459679	0	0	0.0251868	0.0598489
Gm15421	0.352439	3.45167	0.996129	13.4383	23.2522	23.2328	710.292
Phkb	0.802336	0.895485	0.620111	0.543464	0.160105	0.445143	1.78814
Chmp7	5.92624	7.96863	8.4512	7.51047	18.0835	20.8919	5.38681
Slc16a8	0	0	0	0	0.253428	0.0222054	0
Trib2	7.4189	7.31074	8.1084	2.96993	0.82114	0.0625482	0.254898
Avpr2	0	0	0	0.0270261	0.156336	0.356532	0
1700019A02Rik	0	0	0	0	0	0	3.2691
Gm8633	0	0	0	0	0	0	0
Epdr1	0	0.0205247	0	0	0	0	1.86322
Ell2	4.0803	5.18125	2.5111	37.6777	38.1825	23.4897	3.47155
Zfp97	14.3297	32.2973	23.0014	7.19459	28.365	54.5458	8.91264
Clic3	0	0.079099	0.270716	0.270196	0	2.57571	0.212142
Parp12	99.9077	94.5734	95.7433	75.5185	15.1669	1.4237	0.63074
Tmem246	0.113112	0.0481828	0.0423157	0.415529	0.816173	0.486217	0.22882
Tgfbr3l	0	0.0528734	0.137188	0.0466227	0.17231	0.119333	0.145358
Pcdhga3	0	6.44687e-78	0.0989187	9.72887e-26	1.29897e-31	1.17655e-09	0.273928
Gm18853	0.04104875	0.02346535	0.02209405	0	0	0	0
Copb1	238.6	120.126	65.3978	6.33261	7.56893	15.0188	12.5938
Adm2	30.1008	54.5498	58.0037	16.1893	1.25954	0.151892	0.55425
Olfr13	0.0949451	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0
Gm5935	0	0.104391	0.0448336	0.0601186	0	0	0
Vil1	33.1035	31.5967	34.2216	9.91359	2.56123	0.415254	0.392966
4930478P22Rik	0	0	0	0	0	0	0.0684526
Csdc2	0.110784	0.0979203	0.103044	0.828604	2.79811	2.66848	0
Vat1	2.54483	0.583449	1.21032	0.50537	4.345	6.99633	2.11249
Apol7d	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0
2610318N02Rik	0	0.172023	2.0541	16.2398	7.59904	3.02167	19.5744
9030612E09Rik	0	0	0.023686	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0
Mir6396	0	0	0	0	0	0	0
Plcd3	0	0.0315689	0.0415921	0.320982	4.19011	6.70541	1.03473
Olfr1348	0	0	0	0	0	0	0
Slc6a2	0	0.007549	0	0	0	0	0.0216929
Rmi1	26.3511	64.0351	52.9902	13.1358	8.19676	6.17636	5.94309
Slc14a2	0.482906	0.242979	1.1007	5.63744	2.09904	0.600589	0
Tuft1	1.59374	1.81359	1.29862	7.81642	11.2777	8.14756	0.431484
1110059E24Rik	11.0916	30.4456	35.7484	21.7382	14.7192	17.1111	20.2084
Pik3r1	17.4239	19.1493	11.8535	11.2133	2.77697	0.779055	0.158514
S1pr4	0	0	0	0	0	0	0.0580664
Acot1	0	0.0334595	0.828984	0.12093	0.241095	0.246369	1.03097
Cnn3	342.278	229.466	257.976	69.2616	29.2655	69.1807	61.9643
Crtc3	1.70583	1.01276	0.836313	0.531234	0.0514455	0.123858	0.0259461
C130060C02Rik	0	0.144396	0.542236	1.06733	0.210175	0	0.132926
Nisch	0.724483	0.420088	0.674978	1.93769	1.39773	0.152844	7.97133
Fam160a1	25.6832	54.3189	71.2112	8.24033	2.01411	0.477845	0.0304173
Jtb	4.20273	13.8113	17.1779	15.6399	51.4917	131.454	24.7913
Gm4710	0	0	0	0	0	0	0
Gm7073	6.91331	5.5371	7.03419	0.336353	0	0	0
Acrbp	0.0629439	0.043302	0.112799	1.24521	1.03495	0.902679	5.25107
Defb12	0	0	0	0	0	0	0
Maged1	0.296958	0.631417	1.80111	1.45578	0.435058	1.1849	8.33389
Mir1843a	0	0	0	0	0	0	0
2310034G01Rik	0.122688	0.242083	0.137998	0.0687793	0	0	1.08049
Vmn2r97	0	0	0	0	0	0	0.0533729
Trp73	1.35182	1.59929	3.15734	0.181708	0.071007	0.0502435	0.149233
Fip1l1	82.0575	57.2793	47.1507	10.9612	12.8738	11.1823	4.69131
4933432G23Rik	0	0.0740426	0.317418	0.0636176	0	0	0
Wif1	0.780447	0.220132	0.539968	0.0403678	0	0.0521147	0.124713
A930004D18Rik	0.020585	0.0593569	0.220575	0.0273186	0.0504737	0.960389	0.962124
Myef2	36.0213	73.2332	42.658	41.7657	42.6124	55.5442	94.0414
Osbpl7	0.675795	0.561464	0.858017	1.05363	12.3544	9.58907	0.229159
Nradd	0	0	0	0.0423882	0.365151	0.289722	3.1671
C630031E19Rik	0	0.0156386	0	0	0	0	0
Casp6	0.209355	0.435624	1.54905	8.56284	49.7116	87.3153	2.33234
Ift80	6.2273	10.4903	9.43214	1.18041	0.324579	0.440719	1.99753
Rhof	10.8857	6.20685	7.64534	3.24421	3.91934	0.565543	0.131062
Tmem56	0.379858	0.235549	0.291971	8.26206	5.21914	20.0534	0
St3gal1	0	0.0555989	0.0839923	0.00741739	0	0	0
Agps	9.79925	11.8069	8.46508	8.71269	3.47317	3.45443	5.01878
Pds5b	1.67449	1.47618	1.15898	5.18559	2.09712	2.86356	4.36407
Fam229a	0.456658	0.278738	0	0	0.13902	0	0
B4galt3	4.99551	0.727114	3.15892	23.9981	47.0135	45.5246	2.97405
Rnf130	4.44838	0.559551	0.775583	0.639051	1.05487	1.60381	0.768447
Cda	0	0	1.13088	2.19345	0.740674	0.61976	0
Plxnb1	1.13583	0.531911	0.692282	0.340549	0.270767	0.0725797	0.166852
Vmn1r69	0.0422724	0	0	0	0	0	0
Obox6	0.0583031	0.322022	3.21967	477.907	954.237	1301.58	0
Usp26	0.697385	0.814563	0.477868	2.42978	0.166938	0.0272461	0.0647771
Akr1c21	0.132752	1.1841	0.355577	0.121581	0	0.207879	0.252174
Klhdc1	29.7265	61.6965	53.129	15.0387	3.89148	1.7805	0
Mir665	0	0	0	0	0	0	0
Nipsnap3b	0	0.174045	0	1.31871	8.70841	19.0884	26.5839
Kat7	67.4135	34.5801	21.2978	7.67205	19.802	17.319	8.38674
Ms4a2	0	0	0	0	0	0	0
Olfr427	0	0	0	0	0	0	0.085575
Aspdh	0	0	0	0	0	0	0
Mir22	0	0	0	0	0	0	0
Mtrr	1.0206	1.70981	1.50369	7.54263	17.2225	16.1056	2.91815
Entpd6	82.0316	25.7364	23.7841	6.00834	6.66879	2.47165	1.55028
Gm9047	0	0	0	0	0	0.378173	0
Phactr4	7.99992	6.40596	6.8048	4.71104	0.892176	1.68748	1.15835
Zfp389	0.0947972	0	0.438486	0.110777	0.752261	0.518331	0.346432
Oxld1	0	0.0775656	0.0664086	2.91992	1.72543	1.12508	2.08327
Fam219a	0.435536	0.336074	0.536783	0.351266	0.188146	0.0566439	0
Cd226	2.37791	1.77863	1.03156	0.0211488	0	0.0363935	0
Tmem234	9.0823	1.69793	1.7392	20.3755	38.5524	38.9295	29.4785
Emilin2	5.56957	6.44469	10.5684	2.51946	0.598933	0.00962358	0.137338
Vmn1r4	0	0	0	0	0	0.0994502	0
Lrrtm2	3.82834	2.46666	2.0091	0.204543	0.0924186	0.144045	0.233034
Slc35f4	0.0383091	0.08059	0.0234859	0	0	0	0.151468
1700029N11Rik	0	0	0	0	0	0	0
Serpina3c	0	0	0	0	0	0	0
Col28a1	0.231889	0.154534	0.223434	0.0923971	0	0	0
Mapk8ip1	0.0230393	0.0490582	0	0.151046	0.166152	0.182307	0.32608
Mylk3	0.392748	0.203901	0.259844	0.375601	0	0	0
Uhrf1	126.089	74.3414	55.9619	7.93972	6.43656	3.26102	36.5542
Tnfrsf10b	0	0.0299778	0.0470084	0.741996	2.64359	4.61721	0.983358
Itgb3bp	0.783977	0.599684	0.092879	0.195167	0.497105	0.182208	6.02144
Sstr2	0	0	0.0892571	0.107614	0.0881437	0	0
Crisp1	0.0541543	0.0375085	0	0	0	0	0.418615
Defb36	0.342119	0	0	0	0	0	0
Gm11837	0	0	0	0	0	0	1.67286
Ccdc114	6.73266	4.89832	3.96321	0.366138	0.0895732	0.0472977	0.395649
Osmr	2.61983	1.60053	1.53606	0.196479	0	0	0.0274849
Rrp15	6.54267	9.97801	6.17775	129.909	201.996	238.523	84.1454
Rhoa	15.1356	21.0788	24.1436	70.0081	88.0841	119.649	45.0863
Pkp3	0	0	0.089286	0.484996	0.841483	0.0269661	0.627355
Kctd2	0	0.173347	0.176662	0.57766	0.225277	0.225533	3.65803
Dbx1	0.375135	0.0479863	0.96608	0.526639	0.161195	0	0
Fam50b	0.0594997	0.123123	0.07134	1.5426	0.0451351	0.0943152	0
Olfr649	0	0	0	0.0550219	0.0679281	0.0468145	0
Slc26a4	0	0	0.0544475	0.100299	0.262639	0.123559	0
Cxcl9	0	0.0661258	0.116125	0.152657	0.223909	0.0131601	0
Olfr744	0	0	0	0	0	0	0
Asf1a	79.0565	39.5559	69.8028	7.92101	8.01568	5.7068	32.2498
Pan2	77.3764	29.07	41.0335	9.86045	6.86192	4.99036	2.39842
Iah1	0.095993	0.322003	0.221741	9.01374	12.79	7.0001	19.7886
1700003F12Rik	0	0	0	0.0756699	0	0.127899	0
Dapp1	7.70762	6.01715	5.00042	0.50063	0.017479	0	4.41011
CK137956	0	0	0	0	0	0	0
4933417G07Rik	0	0.0612631	2.58734	0.0534638	0.0659786	0.364097	0
Col25a1	1.89469	1.97794	1.02022	0.101208	0.0776703	0.075101	0
Ccdc90b	130.425	81.1879	87.6739	13.6209	9.81537	14.8967	15.2028
Larp1	0.240709	0.24865	0.292285	11.3354	20.4048	22.5236	10.7049
Rps6ka6	13.2475	12.5784	9.48691	9.24184	3.0536	1.57908	9.06486
Olfr1032	0	0	0	0	0	0	0
Mir6939	0	0	0	0	0	0	0
Ccdc103	0	0	0.024693	0.0514096	0	0	0.875205
Mir7226	0	0	0	0	0	0	0
Gps1	6.7004	10.3189	16.4412	18.1709	23.5019	20.8512	12.4219
Sdc3	0.0130084	0	0	0.026026	0.0846903	0.149903	0
Catip	0	0	0.186599	0	0	0.0372803	0.870708
Prpf38b	26.4302	25.5591	17.0285	14.8824	11.3631	10.1893	8.04245
Mir6949	0	0	0	0	0	0	0
Prrt2	0	0.0195841	0	0.0360263	0	0.0155144	0.166826
Zfp398	5.18313	3.19164	0.896966	1.29885	3.10491	1.40358	0.155429
Apopt1	0.743287	1.23689	1.85977	4.31434	6.94541	5.49479	16.207
Gm13051	8.78442	8.81164	7.24769	6.17259	4.96282	9.07373	18.9244
Bhlhe40	2.33064	6.10275	8.1362	1.14871	1.49032	1.83449	0.830733
Olfr1215	0	0	0	0	0	0	0
B020004J07Rik	0.108509	0.17784	23.8031	37.909	20.1959	12.1244	0
Rps17	0	0.756315	2.15241	73.1968	157.948	215.352	406.96
Hes1	0.0525193	0.218533	0.317164	0.0983573	2.45525	1.96701	25.8394
Fibcd1	0.0409592	0	0.00859651	0.0363806	0.0998977	0	0.0559841
Dusp27	0	0.0232852	0.0307316	0.0108199	0	0.0186827	2.79999
Aatf	2.86602	4.09777	2.49399	20.0497	53.7301	52.0822	9.94551
Ptger4	3.29452	1.61064	2.52415	3.73944	1.03804	0.46532	0.0415489
Zbtb7c	1.56465	0.386316	0.384868	0.359714	0.0693217	0.098115	0.233101
Fndc4	0.030776	0	0.228248	0.0597389	0.121838	0.154259	0.676653
Fzd2	0	0	0.0342976	0.180914	0.117841	0.0624506	0.371575
1500009C09Rik	0.0975729	0.0339117	0.0591558	0.214561	0.262475	0.0781385	0.0949358
2610035F20Rik	0	0	0	0.0430471	0	0	0
